,CustomerId,Profit,Recency,Frequency,Monetary,Variance,RFM_group_name,SegmentID,Segment_Name
992,1037.0,203.0,4.0,12.0,7528.02,17.0,Loyal Custome,1,złoto
993,1039.0,1122.0,4.0,17.0,95439.7,37.0,Champion,1,złoto
994,1040.0,465.0,7.0,16.0,33621.13,14.0,Loyal Custome,1,złoto
995,1041.0,176.0,18.0,4.0,1672.88,2.0,Needs Attention,2,srebro
996,1042.0,78.0,4.0,4.0,1469.1,4.0,Potential Loyalist,2,srebro
997,1043.0,169.0,4.0,5.0,3830.8,12.0,Potential Loyalist,2,srebro
998,1044.0,976.0,5.0,19.0,96728.61,49.0,Champion,1,złoto
999,1045.0,192.0,25.0,9.0,6048.68,9.0,At Risk,2,srebro
1000,1046.0,60.0,42.0,1.0,1074.0,2.0,Hibernating,0,brąz
1001,1047.0,97.0,5.0,24.0,1467.54,6.0,Uncertain,2,srebro
1002,1048.0,8614.0,3.0,32.0,162014.88,49.0,Champion,1,złoto
1003,1049.0,553.0,6.0,19.0,28819.56,19.0,Loyal Custome,1,złoto
1004,1050.0,246.0,3.0,15.0,5858.7,25.0,Loyal Custome,1,złoto
1005,1051.0,89.0,34.0,3.0,6725.17,8.0,Hibernating,0,brąz
1006,1052.0,133.0,4.0,12.0,2416.52,18.0,Uncertain,2,srebro
1007,1053.0,76.0,46.0,2.0,1315.12,5.0,Hibernating,0,brąz
1008,1054.0,62.0,45.0,3.0,1227.16,4.0,Hibernating,0,brąz
1009,1055.0,327.0,5.0,19.0,9823.36,9.0,Champion,1,złoto
1010,1056.0,162.0,3.0,12.0,4452.96,11.0,Loyal Custome,1,złoto
1011,1057.0,158.0,5.0,6.0,8108.84,13.0,Potential Loyalist,2,srebro
1012,1058.0,15.0,32.0,9.0,248.31,3.0,Uncertain,0,brąz
1013,1059.0,2793.0,3.0,36.0,97813.02,40.0,Champion,1,złoto
1014,1060.0,100.0,4.0,8.0,781.14,5.0,Potential Loyalist,2,srebro
1015,1061.0,30.0,51.0,2.0,665.25,5.0,Hibernating,0,brąz
1016,1062.0,217.0,2.0,13.0,5909.07,20.0,Loyal Custome,1,złoto
1017,1063.0,700.0,2.0,17.0,17014.43,18.0,Champion,1,złoto
1018,1064.0,979.0,1.0,3.0,113190.15,23.0,Uncertain,1,złoto
1019,1065.0,2089.0,6.0,23.0,42282.5,30.0,Loyal Custome,1,złoto
1020,1066.0,50.0,44.0,3.0,1165.04,6.0,Hibernating,0,brąz
1021,1067.0,291.0,6.0,8.0,8737.86,14.0,Loyal Custome,2,srebro
1022,1069.0,228.0,53.0,5.0,13096.14,13.0,At Risk,2,srebro
1023,1070.0,628.0,5.0,15.0,24569.16,38.0,Champion,1,złoto
1024,1071.0,475.0,4.0,12.0,23768.47,34.0,Champion,1,złoto
1025,1072.0,26.0,51.0,2.0,444.21,4.0,Hibernating,0,brąz
1026,1073.0,270.0,5.0,9.0,8038.11,12.0,Loyal Custome,1,złoto
1027,1074.0,6615.0,63.0,1.0,112525.56,1.0,Uncertain,0,brąz
1028,1075.0,366.0,35.0,6.0,20434.58,22.0,At Risk,2,srebro
1029,1076.0,240.0,9.0,16.0,5348.36,9.0,Loyal Custome,2,srebro
1030,1077.0,418.0,11.0,10.0,5261.06,7.0,Loyal Custome,2,srebro
1031,1078.0,117.0,3.0,5.0,1669.98,6.0,Potential Loyalist,2,srebro
1032,1079.0,114.0,11.0,6.0,6975.28,14.0,Needs Attention,2,srebro
1033,1080.0,144.0,5.0,7.0,2206.99,13.0,Potential Loyalist,2,srebro
1034,1081.0,46.0,32.0,2.0,2872.58,7.0,Hibernating,0,brąz
1035,1082.0,13.0,16.0,3.0,163.33,3.0,About To Sleep,0,brąz
1036,1083.0,30.0,5.0,3.0,737.92,3.0,Potential Loyalist,2,srebro
1037,1084.0,10.0,44.0,2.0,56.03,1.0,Hibernating,0,brąz
1038,1085.0,272.0,4.0,21.0,10164.34,20.0,Champion,1,złoto
1039,1086.0,338.0,3.0,18.0,9953.41,22.0,Champion,1,złoto
1040,1087.0,440.0,4.0,11.0,13196.09,34.0,Loyal Custome,1,złoto
1041,1088.0,225.0,16.0,7.0,11653.89,26.0,Loyal Custome,2,srebro
1042,1089.0,90.0,45.0,1.0,422.34,1.0,Hibernating,0,brąz
1043,1090.0,149.0,5.0,5.0,2851.55,12.0,Potential Loyalist,2,srebro
1044,1091.0,1263.0,6.0,14.0,110135.77,53.0,Loyal Custome,1,złoto
1045,1092.0,315.0,1.0,3.0,10620.18,7.0,Uncertain,1,złoto
1046,1093.0,258.0,1.0,2.0,20117.64,12.0,Uncertain,1,złoto
1047,1094.0,176.0,56.0,3.0,2385.92,4.0,Hibernating,0,brąz
1048,1095.0,497.0,11.0,11.0,42589.55,26.0,Loyal Custome,1,złoto
1049,1096.0,132.0,47.0,3.0,4405.83,1.0,Hibernating,0,brąz
1050,1097.0,36.0,11.0,4.0,525.56,4.0,About To Sleep,2,srebro
1051,1098.0,199.0,6.0,17.0,4413.81,14.0,Loyal Custome,1,złoto
1052,1099.0,80.0,35.0,5.0,1828.36,6.0,At Risk,0,brąz
1053,1100.0,1348.0,5.0,19.0,56425.56,42.0,Champion,1,złoto
1054,1101.0,1339.0,4.0,12.0,134069.6,52.0,Champion,1,złoto
1055,1102.0,8.0,23.0,2.0,79.28,2.0,About To Sleep,0,brąz
1056,1103.0,311.0,6.0,15.0,4327.48,9.0,Loyal Custome,2,srebro
1057,1104.0,262.0,13.0,11.0,8513.0,7.0,Loyal Custome,2,srebro
1058,1106.0,220.0,3.0,8.0,6380.17,9.0,Loyal Custome,1,złoto
1059,1107.0,134.0,35.0,3.0,20186.64,24.0,Uncertain,2,srebro
1060,1108.0,4.0,41.0,1.0,49.99,1.0,Hibernating,0,brąz
1061,1109.0,64.0,5.0,15.0,1106.94,5.0,Uncertain,2,srebro
1062,1110.0,48.0,46.0,3.0,644.4,2.0,Hibernating,0,brąz
1063,1111.0,1193.0,3.0,13.0,40797.78,19.0,Champion,1,złoto
1064,1112.0,818.0,5.0,10.0,69127.49,40.0,Loyal Custome,1,złoto
1065,1113.0,1423.0,33.0,11.0,36207.39,28.0,At Risk,2,srebro
1066,1114.0,159.0,5.0,11.0,5986.9,11.0,Loyal Custome,1,złoto
1067,1115.0,48.0,51.0,1.0,1034.76,2.0,Hibernating,0,brąz
1068,1116.0,112.0,10.0,4.0,3237.85,12.0,Potential Loyalist,2,srebro
1069,1117.0,28.0,20.0,3.0,353.81,4.0,About To Sleep,0,brąz
1070,1118.0,30.0,20.0,1.0,169.0,1.0,About To Sleep,0,brąz
1071,1119.0,10.0,33.0,1.0,78.9,1.0,Hibernating,0,brąz
1072,1120.0,9218.0,3.0,19.0,504995.78,9.0,Champion,1,złoto
1073,1121.0,140.0,39.0,11.0,1454.78,3.0,At Risk,2,srebro
1074,1122.0,207.0,1.0,2.0,7168.8,6.0,Potential Loyalist,2,srebro
1075,1123.0,712.0,4.0,18.0,20274.49,32.0,Champion,1,złoto
1076,1125.0,155.0,14.0,2.0,11225.2,15.0,Uncertain,2,srebro
1077,1126.0,397.0,4.0,14.0,7659.55,14.0,Loyal Custome,1,złoto
1078,1127.0,849.0,5.0,12.0,63934.51,36.0,Champion,1,złoto
1079,1128.0,56.0,4.0,6.0,872.4,8.0,Potential Loyalist,2,srebro
1080,1129.0,52.0,65.0,1.0,1319.61,3.0,Hibernating,0,brąz
1081,1130.0,5034.0,3.0,18.0,191631.98,5.0,Champion,1,złoto
1082,1131.0,84.0,41.0,2.0,1048.08,2.0,Hibernating,0,brąz
1083,1133.0,30.0,9.0,3.0,455.58,4.0,Potential Loyalist,0,brąz
1084,1134.0,362.0,4.0,12.0,8510.43,29.0,Loyal Custome,1,złoto
1085,1135.0,432.0,5.0,5.0,4374.06,4.0,Potential Loyalist,2,srebro
1086,1136.0,232.0,5.0,10.0,2758.86,9.0,Potential Loyalist,2,srebro
1087,1137.0,1321.0,4.0,20.0,97847.34,55.0,Champion,1,złoto
1088,1138.0,360.0,5.0,1.0,3196.2,2.0,Potential Loyalist,2,srebro
1089,1139.0,450.0,13.0,8.0,21473.15,12.0,Loyal Custome,2,srebro
1090,1140.0,6.0,33.0,4.0,90.04,4.0,Hibernating,0,brąz
1091,1141.0,1356.0,27.0,8.0,13511.25,5.0,At Risk,2,srebro
1092,1142.0,24.0,18.0,2.0,343.6,2.0,About To Sleep,0,brąz
1093,1143.0,1459.0,3.0,5.0,43863.91,9.0,Uncertain,1,złoto
1094,1144.0,36.0,5.0,1.0,243.72,1.0,Potential Loyalist,0,brąz
1095,1145.0,18.0,54.0,1.0,363.9,2.0,Hibernating,0,brąz
1096,1147.0,87.0,3.0,9.0,904.23,9.0,Potential Loyalist,2,srebro
1097,1148.0,1082.0,4.0,25.0,44046.26,49.0,Champion,1,złoto
1098,1149.0,382.0,14.0,3.0,16046.28,13.0,Uncertain,2,srebro
1099,1150.0,2191.0,7.0,35.0,55522.8,34.0,Loyal Custome,1,złoto
1100,1151.0,480.0,59.0,1.0,18115.2,1.0,Uncertain,0,brąz
1101,1152.0,12.0,18.0,1.0,80.92,1.0,About To Sleep,0,brąz
1102,1153.0,293.0,7.0,17.0,9604.72,26.0,Loyal Custome,1,złoto
1103,1154.0,1737.0,1.0,3.0,288184.8,31.0,Uncertain,1,złoto
1104,1155.0,373.0,21.0,7.0,11470.05,15.0,Loyal Custome,2,srebro
1105,1156.0,114.0,5.0,10.0,1149.64,5.0,Potential Loyalist,2,srebro
1106,1157.0,310.0,2.0,13.0,7992.37,19.0,Loyal Custome,1,złoto
1107,1158.0,12.0,25.0,1.0,113.22,1.0,Hibernating,0,brąz
1108,1159.0,36.0,19.0,2.0,333.84,2.0,About To Sleep,0,brąz
1109,1160.0,2246.0,2.0,38.0,74885.76,28.0,Champion,1,złoto
1110,1161.0,1089.0,10.0,5.0,10194.42,4.0,Uncertain,2,srebro
1111,1162.0,36.0,68.0,2.0,400.88,4.0,Hibernating,0,brąz
1112,1163.0,432.0,10.0,24.0,8707.73,19.0,Loyal Custome,1,złoto
1113,1164.0,302.0,4.0,20.0,5958.22,22.0,Loyal Custome,1,złoto
1114,1165.0,300.0,56.0,1.0,1061.0,1.0,Hibernating,0,brąz
1115,1166.0,821.0,2.0,26.0,44719.84,50.0,Champion,1,złoto
1116,1167.0,128.0,47.0,2.0,2576.78,5.0,Hibernating,0,brąz
1117,1168.0,45.0,2.0,8.0,1141.25,7.0,Potential Loyalist,2,srebro
1118,1169.0,267.0,3.0,5.0,15188.27,18.0,Uncertain,1,złoto
1119,1170.0,661.0,3.0,7.0,14880.97,4.0,Loyal Custome,1,złoto
1120,1171.0,297.0,2.0,16.0,6849.99,18.0,Loyal Custome,1,złoto
1121,1172.0,151.0,11.0,5.0,3891.41,9.0,Needs Attention,2,srebro
1122,1173.0,1380.0,7.0,14.0,42870.28,43.0,Loyal Custome,1,złoto
1123,1174.0,129.0,21.0,5.0,5066.4,11.0,Needs Attention,2,srebro
1124,1176.0,856.0,3.0,30.0,21112.61,14.0,Champion,1,złoto
1125,1178.0,135.0,48.0,3.0,8127.54,15.0,Hibernating,0,brąz
1126,1179.0,201.0,6.0,6.0,2549.52,7.0,Potential Loyalist,2,srebro
1127,1180.0,3.0,66.0,1.0,55.77,1.0,Hibernating,0,brąz
1128,1181.0,1565.0,3.0,28.0,40911.66,27.0,Champion,1,złoto
1129,1182.0,15.0,23.0,6.0,277.98,4.0,About To Sleep,0,brąz
1130,1183.0,104.0,4.0,3.0,2134.99,3.0,Potential Loyalist,2,srebro
1131,1185.0,607.0,10.0,10.0,33984.16,35.0,Loyal Custome,1,złoto
1132,1186.0,133.0,45.0,5.0,3967.56,10.0,At Risk,0,brąz
1133,1187.0,15.0,32.0,1.0,278.85,1.0,Hibernating,0,brąz
1134,1188.0,341.0,7.0,16.0,16562.91,16.0,Loyal Custome,1,złoto
1135,1189.0,653.0,3.0,16.0,32147.22,44.0,Champion,1,złoto
1136,1190.0,125.0,11.0,3.0,1405.94,4.0,About To Sleep,2,srebro
1137,1191.0,198.0,12.0,3.0,16733.52,18.0,Uncertain,2,srebro
1138,1192.0,196.0,4.0,13.0,5602.71,14.0,Loyal Custome,1,złoto
1139,1193.0,153.0,5.0,10.0,3675.1,12.0,Loyal Custome,2,srebro
1140,1194.0,80.0,10.0,8.0,1667.75,3.0,Potential Loyalist,2,srebro
1141,1195.0,7249.0,3.0,20.0,179399.23,24.0,Champion,1,złoto
1142,1196.0,50.0,2.0,12.0,698.14,2.0,Uncertain,2,srebro
1143,1197.0,355.0,3.0,19.0,8680.32,13.0,Loyal Custome,1,złoto
1144,1198.0,362.0,4.0,6.0,35609.73,26.0,Uncertain,1,złoto
1145,1199.0,441.0,1.0,3.0,21790.37,10.0,Uncertain,1,złoto
1146,1200.0,823.0,3.0,24.0,43845.59,24.0,Champion,1,złoto
1147,1201.0,48.0,6.0,12.0,1239.02,5.0,Uncertain,2,srebro
1148,1202.0,114.0,13.0,12.0,1782.13,9.0,At Risk,2,srebro
1149,1203.0,24.0,49.0,2.0,402.11,2.0,Hibernating,0,brąz
1150,1204.0,259.0,7.0,15.0,10074.93,26.0,Loyal Custome,1,złoto
1151,1205.0,635.0,3.0,13.0,61436.34,30.0,Champion,1,złoto
1152,1206.0,246.0,10.0,12.0,3554.5,12.0,Loyal Custome,2,srebro
1153,1207.0,90.0,34.0,4.0,939.96,3.0,Hibernating,0,brąz
1154,1208.0,153.0,62.0,3.0,2783.03,6.0,Hibernating,0,brąz
1155,1209.0,697.0,6.0,17.0,16065.55,29.0,Loyal Custome,1,złoto
1156,1211.0,231.0,17.0,5.0,12382.92,23.0,At Risk,2,srebro
1157,1212.0,12.0,46.0,1.0,149.97,1.0,Hibernating,0,brąz
1158,1213.0,54.0,3.0,6.0,1763.16,9.0,Potential Loyalist,2,srebro
1159,1214.0,103.0,49.0,3.0,4624.93,12.0,Hibernating,0,brąz
1160,1215.0,176.0,4.0,11.0,5954.4,8.0,Loyal Custome,1,złoto
1161,1216.0,210.0,14.0,8.0,4714.65,3.0,Loyal Custome,2,srebro
1162,1217.0,76.0,17.0,15.0,2766.59,10.0,At Risk,2,srebro
1163,1218.0,216.0,1.0,3.0,7238.85,7.0,Potential Loyalist,1,złoto
1164,1220.0,1423.0,5.0,16.0,56260.78,50.0,Champion,1,złoto
1165,1221.0,1748.0,5.0,16.0,101269.56,44.0,Champion,1,złoto
1166,1222.0,1572.0,5.0,18.0,77353.24,47.0,Champion,1,złoto
1167,1223.0,3608.0,6.0,20.0,287439.88,57.0,Loyal Custome,1,złoto
1168,1224.0,173.0,11.0,3.0,12375.18,14.0,Uncertain,2,srebro
1169,1225.0,467.0,4.0,19.0,23231.79,34.0,Champion,1,złoto
1170,1226.0,228.0,48.0,5.0,12388.08,15.0,At Risk,2,srebro
1171,1227.0,86.0,6.0,12.0,1806.92,10.0,Uncertain,2,srebro
1172,1229.0,349.0,3.0,6.0,7414.83,10.0,Potential Loyalist,1,złoto
1173,1230.0,894.0,13.0,10.0,67585.87,36.0,Loyal Custome,1,złoto
1174,1231.0,927.0,1.0,3.0,98155.77,18.0,Uncertain,1,złoto
1175,1232.0,19.0,17.0,1.0,216.26,2.0,About To Sleep,0,brąz
1176,1233.0,28.0,47.0,1.0,520.52,1.0,Hibernating,0,brąz
1177,1234.0,43.0,40.0,1.0,489.94,2.0,Hibernating,0,brąz
1178,1235.0,168.0,3.0,11.0,4049.6,12.0,Loyal Custome,1,złoto
1179,1236.0,271.0,6.0,5.0,34804.07,23.0,Uncertain,1,złoto
1180,1237.0,23.0,7.0,5.0,384.42,4.0,Potential Loyalist,2,srebro
1181,1238.0,29.0,46.0,1.0,1252.96,4.0,Hibernating,0,brąz
1182,1239.0,22.0,4.0,3.0,271.54,3.0,Potential Loyalist,2,srebro
1183,1240.0,141.0,4.0,11.0,4852.78,10.0,Loyal Custome,1,złoto
1184,1241.0,957.0,4.0,4.0,176281.3,69.0,Uncertain,1,złoto
1185,1242.0,278.0,11.0,5.0,2556.17,4.0,Needs Attention,2,srebro
1186,1243.0,457.0,3.0,14.0,11091.38,18.0,Champion,1,złoto
1187,1244.0,174.0,13.0,7.0,2507.23,8.0,Needs Attention,2,srebro
1188,1245.0,142.0,7.0,15.0,2685.86,19.0,Uncertain,2,srebro
1189,1246.0,12.0,47.0,1.0,223.08,1.0,Hibernating,0,brąz
1190,1247.0,70.0,24.0,3.0,3696.18,9.0,Hibernating,0,brąz
1191,1250.0,93.0,13.0,9.0,1941.71,7.0,Needs Attention,2,srebro
1192,1251.0,119.0,20.0,6.0,3288.04,10.0,Needs Attention,2,srebro
1193,1252.0,352.0,6.0,8.0,6416.18,11.0,Loyal Custome,2,srebro
1194,1253.0,118.0,6.0,10.0,4738.58,12.0,Loyal Custome,2,srebro
1195,1254.0,913.0,33.0,5.0,132177.97,44.0,At Risk,2,srebro
1196,1256.0,1036.0,4.0,20.0,15915.57,19.0,Champion,1,złoto
1197,1257.0,61.0,25.0,4.0,1328.62,7.0,At Risk,0,brąz
1198,1258.0,228.0,3.0,12.0,6624.62,18.0,Loyal Custome,1,złoto
1199,1259.0,876.0,14.0,18.0,26219.78,26.0,Loyal Custome,1,złoto
1200,1260.0,615.0,5.0,18.0,14324.23,12.0,Champion,1,złoto
1201,1261.0,283.0,3.0,14.0,3792.01,14.0,Loyal Custome,1,złoto
1202,1262.0,196.0,7.0,10.0,9977.94,17.0,Loyal Custome,2,srebro
1203,1263.0,381.0,5.0,12.0,9793.63,8.0,Champion,1,złoto
1204,1264.0,6.0,11.0,2.0,135.84,2.0,About To Sleep,0,brąz
1205,1265.0,269.0,4.0,16.0,6786.19,7.0,Loyal Custome,1,złoto
1206,1266.0,40.0,4.0,2.0,377.4,1.0,Potential Loyalist,2,srebro
1207,1267.0,85.0,40.0,3.0,1112.87,5.0,Hibernating,0,brąz
1208,1268.0,102.0,7.0,15.0,2528.28,13.0,Uncertain,2,srebro
1209,1269.0,127.0,18.0,6.0,5349.72,10.0,Needs Attention,2,srebro
1210,1270.0,57.0,11.0,6.0,1900.89,9.0,Needs Attention,2,srebro
1211,1271.0,292.0,2.0,33.0,11103.09,11.0,Champion,1,złoto
1212,1272.0,390.0,35.0,3.0,8360.04,6.0,Hibernating,0,brąz
1213,1273.0,227.0,7.0,10.0,8096.89,15.0,Loyal Custome,2,srebro
1214,1275.0,90.0,7.0,7.0,1354.37,6.0,Potential Loyalist,2,srebro
1215,1276.0,405.0,3.0,12.0,13483.56,27.0,Champion,1,złoto
1216,1277.0,1859.0,4.0,20.0,125824.36,55.0,Champion,1,złoto
1217,1278.0,17.0,49.0,4.0,152.65,3.0,Hibernating,0,brąz
1218,1279.0,4.0,17.0,1.0,69.96,1.0,About To Sleep,0,brąz
1219,1280.0,1308.0,1.0,3.0,138337.02,19.0,Uncertain,1,złoto
1220,1281.0,655.0,6.0,18.0,20859.74,14.0,Loyal Custome,1,złoto
1221,1282.0,2.0,54.0,1.0,37.18,1.0,Hibernating,0,brąz
1222,1283.0,3012.0,6.0,33.0,79086.96,50.0,Loyal Custome,1,złoto
1223,1284.0,232.0,6.0,9.0,3958.93,11.0,Loyal Custome,2,srebro
1224,1285.0,220.0,63.0,2.0,1166.65,2.0,Hibernating,0,brąz
1225,1286.0,4.0,60.0,1.0,43.49,1.0,Hibernating,0,brąz
1226,1287.0,150.0,4.0,10.0,4529.83,13.0,Loyal Custome,2,srebro
1227,1288.0,8.0,72.0,1.0,142.32,3.0,Hibernating,0,brąz
1228,1290.0,193.0,47.0,2.0,6854.72,10.0,Hibernating,0,brąz
1229,1291.0,180.0,4.0,2.0,14647.78,18.0,Uncertain,2,srebro
1230,1292.0,88.0,4.0,8.0,787.1,3.0,Potential Loyalist,2,srebro
1231,1293.0,20.0,7.0,1.0,753.56,4.0,Potential Loyalist,0,brąz
1232,1294.0,262.0,18.0,6.0,4889.27,13.0,Needs Attention,2,srebro
1233,1296.0,94.0,10.0,8.0,1785.74,10.0,Potential Loyalist,2,srebro
1234,1297.0,123.0,2.0,7.0,2177.59,7.0,Potential Loyalist,2,srebro
1235,1298.0,330.0,12.0,23.0,33215.65,19.0,Loyal Custome,1,złoto
1236,1299.0,216.0,4.0,12.0,10955.78,20.0,Champion,1,złoto
1237,1300.0,118.0,7.0,10.0,2886.37,13.0,Potential Loyalist,2,srebro
1238,1301.0,107.0,6.0,9.0,1645.91,13.0,Potential Loyalist,2,srebro
1239,1302.0,751.0,12.0,9.0,50654.0,30.0,Loyal Custome,1,złoto
1240,1303.0,42.0,62.0,1.0,283.22,1.0,Hibernating,0,brąz
1241,1304.0,227.0,5.0,17.0,8104.07,20.0,Loyal Custome,1,złoto
1242,1305.0,372.0,5.0,24.0,13929.84,16.0,Champion,1,złoto
1243,1306.0,233.0,33.0,8.0,4490.89,13.0,At Risk,2,srebro
1244,1307.0,1551.0,1.0,3.0,181807.95,23.0,Uncertain,1,złoto
1245,1308.0,104.0,14.0,5.0,2976.89,7.0,Needs Attention,2,srebro
1246,1309.0,745.0,5.0,13.0,35350.48,45.0,Champion,1,złoto
1247,1310.0,96.0,4.0,14.0,1461.63,12.0,Uncertain,2,srebro
1248,1311.0,609.0,14.0,12.0,18388.8,27.0,Loyal Custome,2,srebro
1249,1312.0,392.0,12.0,8.0,19389.98,17.0,Loyal Custome,2,srebro
1250,1313.0,1140.0,10.0,8.0,101726.49,33.0,Loyal Custome,1,złoto
1251,1314.0,109.0,42.0,2.0,1607.96,5.0,Hibernating,0,brąz
1252,1315.0,70.0,11.0,4.0,1717.52,11.0,Needs Attention,2,srebro
1253,1316.0,476.0,5.0,12.0,19531.34,21.0,Champion,1,złoto
1254,1317.0,90.0,6.0,7.0,1208.69,11.0,Potential Loyalist,2,srebro
1255,1318.0,4785.0,54.0,5.0,35405.22,6.0,At Risk,2,srebro
1256,1320.0,112.0,4.0,6.0,2074.17,6.0,Potential Loyalist,2,srebro
1257,1321.0,446.0,2.0,14.0,11014.94,24.0,Champion,1,złoto
1258,1322.0,377.0,11.0,6.0,4695.17,7.0,Needs Attention,2,srebro
1259,1323.0,497.0,5.0,8.0,27438.85,27.0,Loyal Custome,1,złoto
1260,1324.0,829.0,2.0,26.0,25412.83,28.0,Champion,1,złoto
1261,1325.0,156.0,17.0,13.0,1396.2,2.0,At Risk,2,srebro
1262,1326.0,891.0,5.0,8.0,58022.74,31.0,Loyal Custome,1,złoto
1263,1327.0,1477.0,7.0,19.0,71974.59,43.0,Loyal Custome,1,złoto
1264,1328.0,1661.0,3.0,20.0,119669.42,65.0,Champion,1,złoto
1265,1329.0,317.0,4.0,33.0,4046.29,15.0,Loyal Custome,1,złoto
1266,1330.0,147.0,5.0,11.0,1459.17,4.0,Potential Loyalist,2,srebro
1267,1331.0,5.0,6.0,1.0,39.45,1.0,Potential Loyalist,0,brąz
1268,1332.0,12.0,42.0,2.0,118.97,2.0,Hibernating,0,brąz
1269,1333.0,191.0,3.0,11.0,3987.51,10.0,Loyal Custome,1,złoto
1270,1334.0,382.0,4.0,24.0,7963.71,12.0,Loyal Custome,1,złoto
1271,1335.0,211.0,5.0,10.0,5799.93,18.0,Loyal Custome,2,srebro
1272,1336.0,36.0,49.0,2.0,470.96,4.0,Hibernating,0,brąz
1273,1337.0,128.0,10.0,5.0,4011.51,12.0,Potential Loyalist,2,srebro
1274,1338.0,828.0,3.0,11.0,66597.32,43.0,Loyal Custome,1,złoto
1275,1339.0,152.0,29.0,10.0,2058.72,5.0,At Risk,2,srebro
1276,1341.0,1271.0,5.0,19.0,59923.91,34.0,Champion,1,złoto
1277,1342.0,43.0,42.0,4.0,900.16,5.0,Hibernating,0,brąz
1278,1343.0,931.0,41.0,9.0,18649.58,16.0,At Risk,2,srebro
1279,1344.0,1138.0,6.0,1.0,63811.68,17.0,Uncertain,2,srebro
1280,1345.0,1266.0,2.0,28.0,24276.93,23.0,Champion,1,złoto
1281,1346.0,3144.0,5.0,25.0,114931.19,45.0,Champion,1,złoto
1282,1348.0,330.0,7.0,26.0,5022.29,14.0,Loyal Custome,1,złoto
1283,1349.0,18.0,18.0,3.0,263.12,3.0,About To Sleep,0,brąz
1284,1351.0,85.0,19.0,5.0,1007.16,7.0,About To Sleep,2,srebro
1285,1352.0,1368.0,7.0,22.0,46861.17,47.0,Loyal Custome,1,złoto
1286,1353.0,660.0,4.0,13.0,31564.75,32.0,Champion,1,złoto
1287,1354.0,10.0,3.0,1.0,191.52,2.0,Potential Loyalist,0,brąz
1288,1355.0,153.0,19.0,6.0,2172.26,7.0,Needs Attention,2,srebro
1289,1356.0,22.0,10.0,2.0,272.21,3.0,Potential Loyalist,0,brąz
1290,1357.0,1326.0,4.0,21.0,77877.76,43.0,Champion,1,złoto
1291,1358.0,1825.0,7.0,29.0,63204.93,54.0,Loyal Custome,1,złoto
1292,1359.0,555.0,67.0,1.0,304.14,1.0,Hibernating,0,brąz
1293,1360.0,143.0,59.0,3.0,2234.23,6.0,Hibernating,0,brąz
1294,1361.0,204.0,34.0,4.0,2698.06,6.0,At Risk,0,brąz
1295,1362.0,50.0,41.0,2.0,239.75,2.0,Hibernating,0,brąz
1296,1363.0,464.0,3.0,17.0,14115.21,12.0,Champion,1,złoto
1297,1364.0,68.0,18.0,2.0,1164.35,4.0,About To Sleep,0,brąz
1298,1365.0,106.0,35.0,4.0,1128.85,4.0,At Risk,0,brąz
1299,1366.0,181.0,5.0,10.0,6341.64,15.0,Loyal Custome,2,srebro
1300,1367.0,179.0,7.0,15.0,7146.91,12.0,Loyal Custome,1,złoto
1301,1368.0,246.0,2.0,31.0,3711.96,16.0,Loyal Custome,1,złoto
1302,1369.0,987.0,5.0,21.0,31819.47,49.0,Champion,1,złoto
1303,1370.0,10.0,54.0,1.0,78.9,1.0,Hibernating,0,brąz
1304,1371.0,1477.0,13.0,10.0,43428.75,29.0,Loyal Custome,1,złoto
1305,1372.0,67.0,17.0,6.0,1598.56,8.0,Needs Attention,2,srebro
1306,1373.0,203.0,5.0,7.0,5476.07,15.0,Loyal Custome,2,srebro
1307,1374.0,131.0,28.0,12.0,2873.77,13.0,At Risk,2,srebro
1308,1375.0,16.0,14.0,2.0,160.33,3.0,About To Sleep,0,brąz
1309,1376.0,285.0,3.0,8.0,3812.63,7.0,Loyal Custome,2,srebro
1310,1377.0,8.0,4.0,1.0,75.48,1.0,Potential Loyalist,0,brąz
1311,1378.0,1030.0,3.0,14.0,106719.83,42.0,Champion,1,złoto
1312,1379.0,316.0,9.0,14.0,5657.13,9.0,Loyal Custome,2,srebro
1313,1380.0,806.0,10.0,9.0,51309.03,38.0,Loyal Custome,1,złoto
1314,1382.0,158.0,5.0,19.0,5582.06,11.0,Loyal Custome,1,złoto
1315,1383.0,1906.0,53.0,6.0,18890.2,4.0,At Risk,2,srebro
1316,1384.0,300.0,4.0,2.0,6999.14,3.0,Potential Loyalist,2,srebro
1317,1385.0,773.0,4.0,23.0,31336.24,34.0,Champion,1,złoto
1318,1386.0,224.0,20.0,8.0,3379.31,14.0,Needs Attention,2,srebro
1319,1387.0,102.0,24.0,2.0,435.57,2.0,About To Sleep,0,brąz
1320,1388.0,485.0,3.0,11.0,27219.37,20.0,Loyal Custome,1,złoto
1321,1389.0,607.0,7.0,20.0,28018.54,30.0,Loyal Custome,1,złoto
1322,1390.0,8.0,23.0,1.0,75.48,1.0,About To Sleep,0,brąz
1323,1391.0,148.0,27.0,13.0,1828.48,7.0,At Risk,2,srebro
1324,1392.0,137.0,34.0,5.0,3990.26,8.0,At Risk,2,srebro
1325,1393.0,977.0,7.0,14.0,54920.28,11.0,Loyal Custome,1,złoto
1326,1394.0,490.0,3.0,3.0,2415.63,3.0,Potential Loyalist,2,srebro
